code,country,year,Rank_Ratio_2022,Ratio_green/fossil_for_2022,Rank_Percent_2022,Percent_of_Green_Energy_for_2022,lowcarbon,fossil,Other_renewablesTWh,BiofuelsTWh,SolarTWh,WindTWh,HydroTWh,NuclearTWh,GasTWh,CoalTWh,OilTWh
NLD,Netherlands,1994,41,0.016551792,41,1.628229107,15.25339345,921.5554,2.9974797,0,0.00002957,0.7037633,0.29569888,11.256422,397.2222,100.27778,424.05542
NLD,Netherlands,1995,41,0.016523738,41,1.625514274,15.84814361,959.11368,3.2464716,0,0.002957,0.93736553,0.26021498,11.4011345,408.02777,103.61111,447.4748
NLD,Netherlands,1996,41,0.017547208,41,1.724461347,17.53967984,999.57096,4.2009406,0,0.005913972,1.2922041,0.23655917,11.804062,452.19443,100,447.37653
NLD,Netherlands,1997,41,0.01337722,41,1.320063191,13.18545762,985.66503,4.6701946,0,0.005913972,1.40457,0.27204305,6.832736,423.69443,97.22222,464.74838
NLD,Netherlands,1998,41,0.018343153,41,1.801274235,18.11977531,987.822294,5.0765014,0,0.010349472,1.892473,0.33209944,10.808352,418.38885,99.166664,470.26678
NLD,Netherlands,1999,41,0.019241799,41,1.887854223,18.76105761,975.01576,5.70874,0,0.015583334,1.907258,0.26686528,10.862611,408.77777,86.94444,479.29355
NLD,Netherlands,2000,41,0.020724871,41,2.030407174,20.44253381,986.37689,6.4265265,0,0.022798387,2.451344,0.42105442,11.1208105,409.91666,90.27777,486.18246
NLD,Netherlands,2001,41,0.021027897,41,2.059483139,21.53307454,1024.02414,7.527326,0,0.0383675,2.423675,0.34467304,11.199033,418.19443,96.11111,509.7186
NLD,Netherlands,2002,41,0.022852826,41,2.234224284,23.37135078,1022.689734,9.278946,0,0.049736943,2.7612174,0.32000944,10.961441,413.97223,96.666664,512.05084
NLD,Netherlands,2003,41,0.022759848,41,2.225336506,23.43448887,1029.6417,8.132249,0,0.08914972,3.8223636,0.20887555,11.181851,416.8333,100,512.8084
NLD,Netherlands,2004,41,0.025366031,41,2.473851281,26.93391342,1061.81033,10.613779,0,0.095498055,5.380044,0.27586636,10.568726,426.77777,98.61111,536.42145
NLD,Netherlands,2005,41,0.03162546,41,3.065595169,34.0968361,1078.145134,16.844364,0,0.097925834,5.918676,0.25198027,10.98389,414.55557,94.166664,569.4229
NLD,Netherlands,2006,41,0.032892601,41,3.184513179,34.69768511,1054.87812,16.580309,0.4653914,0.10022361,7.7793365,0.2993336,9.473091,398.0833,89.72222,567.0726
NLD,Netherlands,2007,41,0.035695003,41,3.44647824,38.17057486,1069.35346,12.852715,3.7987733,0.10098,9.718533,0.30255556,11.397018,388.05554,97.77778,583.52014
NLD,Netherlands,2008,41,0.041020475,41,3.940409964,43.1234039,1051.26536,16.225634,3.2998278,0.10928027,11.966163,0.28100583,11.241493,403.8889,92.5,554.87646
NLD,Netherlands,2009,41,0.046957478,41,4.485137083,48.40768091,1030.88332,19.50756,4.3195567,0.12411917,12.79993,0.27151304,11.385002,413.5833,87.22222,530.0778
NLD,Netherlands,2010,41,0.042094759,41,4.03943674,47.2876934,1123.36298,22.530756,2.6481664,0.1649914,11.083041,0.2891236,10.571615,467.5833,87.77778,568.0019
NLD,Netherlands,2011,41,0.04871772,41,4.645456019,51.8010991,1063.2907,22.612165,3.7238333,0.27681446,14.06961,0.15724334,10.961433,409.27777,86.58333,567.4296
NLD,Netherlands,2012,41,0.049642063,41,4.729427766,51.8203095,1043.879045,22.995378,3.8828888,0.69577444,13.659854,0.28622526,10.300189,392.8333,95.138885,555.90686
NLD,Netherlands,2013,41,0.046601037,41,4.452607571,47.32609975,1015.55894,19.006384,3.7053332,1.406043,15.3363285,0.31154805,7.560463,391.1389,95.19444,529.2256
NLD,Netherlands,2014,41,0.050788167,41,4.833340246,49.12272283,967.20802,16.003101,4.348944,2.125997,15.705545,0.30321583,10.63592,343.27777,105.30555,518.6247
NLD,Netherlands,2015,41,0.054655934,41,5.182347396,53.5909744,980.5152,15.765467,3.720765,2.9852138,20.331558,0.2496386,10.538332,337.72223,128.66667,514.1263
NLD,Netherlands,2016,41,0.05588714,41,5.292908452,55.23793788,988.3837,15.661035,2.9748394,4.2881002,21.872591,0.26791528,10.173457,351.47223,119.27777,517.6337
NLD,Netherlands,2017,41,0.061998838,41,5.837938414,61.37876853,989.99869,14.687286,3.8476171,5.8664045,28.126646,0.16169193,8.689123,362.77777,106.97222,520.2487
NLD,Netherlands,2018,41,0.070885499,41,6.619335016,67.90734806,957.98646,14.607482,6.466764,9.809806,27.908482,0.19141306,8.923401,355.5833,96.11111,506.29205
NLD,Netherlands,2019,41,0.086301535,41,7.944528495,81.16137966,940.439584,18.560577,8.080829,14.232684,30.202164,0.19554166,9.889584,371.44446,74.666664,494.32846
NLD,Netherlands,2020,41,0.125897415,41,11.1819615,110.5489208,878.087293,28.24311,9.257365,22.50286,40.123726,0.12098277,10.300877,360.49997,47.805553,469.78177
NLD,Netherlands,2021,41,0.148248977,41,12.91087388,131.0804337,884.19115,34.74088,9.304296,30.079916,47.112885,0.23064166,9.611815,348.9167,65.02778,470.24667
NLD,Netherlands,2022,41,0.182529736,41,15.43553029,151.8236416,831.77484,30.343346,9.71848,46.082966,55.14566,0.13056861,10.402621,271.4722,64.5,495.80264
EST,Estonia,1965,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1966,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1967,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1968,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1969,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1970,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1971,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1972,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1973,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1974,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1975,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1976,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1977,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1978,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1979,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1980,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1981,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1982,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1983,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1984,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,1985,42,0,42,0,0,118.452609,0,0,0,0,0,0,10.486234,67.5203,40.446075
EST,Estonia,1986,42,0,42,0,0,117.882853,0,0,0,0,0,0,9.530358,68.341515,40.01098
EST,Estonia,1987,42,0,42,0,0,119.666347,0,0,0,0,0,0,10.325343,68.931206,40.409798
EST,Estonia,1988,42,0,42,0,0,117.632864,0,0,0,0,0,0,11.12033,65.754234,40.7583
EST,Estonia,1989,42,0,42,0,0,121.225047,0,0,0,0,0,0,11.12033,68.07053,42.034187
EST,Estonia,1990,42,0,42,0,0,127.570502,0,0,0,0,0,0,14.21525,72.01204,41.343212
EST,Estonia,1991,42,0,42,0,0,116.732087,0,0,0,0,0,0,14.273749,66.03763,36.420708
EST,Estonia,1992,42,0,42,0,0,81.387986,0,0,0,0,0,0,8.34525,53.468693,19.574043
EST,Estonia,1993,42,0,42,0,0,67.586924,0,0,0,0,0,0,4.1365,42.701996,20.748428
EST,Estonia,1994,42,0,42,0,0,68.5388026,0,0,0,0,0,0,5.9407496,43.683094,18.914959
EST,Estonia,1995,42,0.000308194,42,0.030809935,0.019153222,62.14658,0.019153222,0,0,0,0,0,6.7745,40.507942,14.864138
EST,Estonia,1996,42,0.000241846,42,0.024178783,0.015961027,65.9965727,0.015961027,0,0,0,0,0,7.4709997,42.438255,16.087318
EST,Estonia,1997,42,0.000392875,42,0.039272026,0.025537638,65.002016,0.025537638,0,0,0,0,0,7.2595,41.945976,15.79654
EST,Estonia,1998,42,0.000657137,42,0.065670576,0.03830639,58.292825,0.03830639,0,0,0,0,0,6.89,35.542328,15.860497
EST,Estonia,1999,42,0.000993348,42,0.099236245,0.053326554,53.683646,0.04149861,0,0,0,0.011827944,0,6.6975,32.17135,14.814796
EST,Estonia,2000,42,0.003442455,42,0.343064468,0.190356043,55.2966037,0.1755711,0,0,0,0.014784943,0,7.6992497,34.268295,13.329059
EST,Estonia,2001,42,0.001592501,42,0.158996903,0.09196825,57.750825,0.07022861,0,0,0,0.02173964,0,8.2625,34.071384,15.416941
EST,Estonia,2002,42,0.001854307,42,0.185087494,0.106621272,57.4992547,0.08618944,0,0,0.004086361,0.016345471,0,6.9284997,33.307957,17.262798
EST,Estonia,2003,42,0.002198402,42,0.219357917,0.137809633,62.6862886,0.08299722,0,0,0.017690748,0.037121665,0,7.9087496,38.57416,16.203379
EST,Estonia,2004,42,0.002900773,42,0.28923831,0.185407781,63.916675,0.098958336,0,0,0.021900555,0.06454889,0,9.008,38.464703,16.443972
EST,Estonia,2005,42,0.005035474,42,0.501024547,0.322991378,64.143187,0.105342776,0.001747222,0,0.15433805,0.06156333,0,9.30025,38.0906,16.752337
EST,Estonia,2006,42,0.006152966,42,0.611533829,0.389432204,63.291788,0.121303886,0.012610833,0,0.21710443,0.038413055,0,9.39875,36.387783,17.505255
EST,Estonia,2007,42,0.006004877,42,0.596903395,0.440247757,73.31503,0.11491944,0.005806944,0,0.2573136,0.062207773,0,9.342999,45.288357,18.683674
EST,Estonia,2008,42,0.009236037,42,0.915151335,0.62096666,67.2330195,0.121303886,0.047243334,0,0.37373778,0.07868166,0,8.9609995,40.482048,17.789972
EST,Estonia,2009,42,0.029029038,42,2.821012512,1.656422652,57.060887,1.0023522,0.01984561,0.000279272,0.5445789,0.08936667,0,6.10725,34.96647,15.987167
EST,Estonia,2010,42,0.047266441,42,4.513315713,3.301430673,69.847245,2.3686156,0.088761665,0.000277558,0.7688353,0.07494055,0,6.542,46.82532,16.479925
EST,Estonia,2011,42,0.05265997,42,5.002562221,3.650038561,69.313343,2.499496,0.05204611,0.000551731,1.015185,0.08275972,0,5.85325,47.39325,16.066843
EST,Estonia,2012,42,0.065945232,42,6.186549741,4.546046938,68.936704,3.1953964,0.044666667,0.000822581,1.1899999,0.11516139,0,6.343,43.54446,19.049244
EST,Estonia,2013,42,0.051258514,42,4.875919057,3.777014633,73.685605,2.22337,0.03722222,0.003815583,1.441746,0.07086083,0,6.4535,48.425804,18.806301
EST,Estonia,2014,42,0.061833196,42,5.823249507,4.318388901,69.8393283,2.5409946,0.059555557,0.008398194,1.636295,0.07314555,0,5.0655003,47.36029,17.413538
EST,Estonia,2015,42,0.074115595,42,6.900150762,4.734879781,63.885067,2.691028,0.029777778,0.015888527,1.9254752,0.072710276,0,4.541,41.96262,17.381447
EST,Estonia,2016,42,0.072169145,42,6.731134314,4.763154897,65.9998796,3.0309978,0.022333333,0.025967278,1.5901601,0.093696386,0,4.9807496,44.06444,16.95469
EST,Estonia,2017,42,0.076821952,42,7.134136913,5.599195387,72.8853565,3.5385585,0.028741667,0.03858861,1.924113,0.06919361,0,4.8887925,50.30153,17.695034
EST,Estonia,2018,42,0.087341483,42,8.032571605,6.255311434,71.61902,4.252016,0.19943887,0.08148833,1.6826824,0.039685834,0,5.003573,49.140667,17.47478
EST,Estonia,2019,42,0.11964087,42,10.68564694,6.706606757,56.0561515,4.3509746,0.30089167,0.19374388,1.810913,0.050083607,0,4.660554,35.80686,15.5887375
EST,Estonia,2020,42,0.179567089,42,15.22313488,8.949064,49.836883,5.910366,0.42160082,0.32172057,2.216588,0.07878861,0,4.3005,29.10825,16.428133
EST,Estonia,2021,42,0.17430652,42,14.8433579,9.14732063,52.478362,5.7603326,0.48247665,0.92630357,1.9180242,0.06018361,0,4.863189,31.758135,15.857038
EST,Estonia,2022,42,0.180151255,42,15.26509881,9.413746013,52.254679,5.602468,0.48247665,1.5440466,1.7236431,0.061111663,0,3.621307,34.026913,14.606459
JPN,Japan,1965,43,0.140757844,43,12.33897667,225.0091078,1598.55466,0,0,0,0,224.93817,0.07093778,18.2615,566.5229,1013.77026
JPN,Japan,1966,43,0.132930931,43,11.73336588,236.2941885,1777.57115,0,0,0,0,234.63708,1.6571085,18.73975,603.7728,1155.0586
JPN,Japan,1967,43,0.09734902,43,8.871290576,204.4863968,2100.5491,0,0,0,0,202.7016,1.7847968,19.386,663.1947,1417.9684
JPN,Japan,1968,43,0.093700206,43,8.56726602,220.1532256,2349.549,0,0,0,0,217.19086,2.9623656,21.095,682.455,1645.999
JPN,Japan,1969,43,0.083620514,43,7.71677104,225.8793211,2701.242916,0,0,0,0,222.80913,3.0701911,23.325546,728.98267,1948.9347
JPN,Japan,1970,43,0.07797859,43,7.233779139,236.6443211,3034.734533,0.6886761,0,0,0,222.95699,12.998655,35.721493,702.30524,2296.7078
JPN,Japan,1971,43,0.08481765,43,7.818609001,272.3755447,3211.307354,0.6685497,0,0,0,248.9785,22.728495,38.301754,637.666,2535.3396
JPN,Japan,1972,43,0.082858576,43,7.651837258,279.2447916,3370.13747,0.70538056,0,0,0,251.63977,26.899641,38.31681,623.12146,2708.6992
JPN,Japan,1973,43,0.059041047,43,5.574953579,225.726299,3823.20964,0.72072303,0,0,0,197.46182,27.543756,53.32014,658.8215,3111.068
JPN,Japan,1974,43,0.079971171,43,7.404935685,301.2527312,3767.01665,0.87266916,0,0,0,244.48386,55.896202,72.87295,698.3457,2995.798
JPN,Japan,1975,43,0.089413585,43,8.207496762,318.9972092,3567.659325,1.0740192,0,0,0,246.63063,71.29256,87.283585,653.26324,2827.1125
JPN,Japan,1976,43,0.093633222,43,8.561665858,344.9173373,3683.7068,1.0429373,0,0,0,247.17473,96.69967,104.6348,638.7905,2940.2815
JPN,Japan,1977,43,0.081903578,43,7.570321365,307.1130516,3749.69031,1.5145916,0,0,0,215.76558,89.83288,127.78507,602.65674,3019.2485
JPN,Japan,1978,43,0.09816919,43,8.939350245,377.778202,3848.2359,2.348452,0,0,0,207.12822,168.30153,179.3443,545.7324,3123.1592
JPN,Japan,1979,43,0.111762676,43,10.05274586,441.617866,3951.3895,3.120506,0,0,0,238.75618,199.74118,212.7888,582.8143,3155.7864
JPN,Japan,1980,43,0.13238031,43,11.69044615,498.5286772,3765.88237,3.0969772,0,0,0,261.0785,234.3532,251.80937,677.0605,2837.0125
JPN,Japan,1981,43,0.138479335,43,12.16353524,511.4299624,3693.18615,3.2249124,0,0,0,259.0145,249.19055,252.3105,759.06995,2681.8057
JPN,Japan,1982,43,0.161742504,43,13.92240566,563.020216,3480.96636,31.065516,0,0,0,241.30806,290.64664,258.38336,723.9473,2498.6357
JPN,Japan,1983,43,0.174249551,43,14.83922651,608.19596,3490.37319,34.69921,0,0,0,249.19435,324.3024,278.06335,713.58234,2498.7275
JPN,Japan,1984,43,0.165370048,43,14.19034648,630.943354,3815.3424,38.196564,0,0,0,211.77069,380.9761,373.98093,797.98047,2643.381
JPN,Japan,1985,43,0.197126646,43,16.46664923,737.8721,3743.1373,40.00961,0,0,0,245.05753,452.80496,400.5977,832.8265,2509.7131
JPN,Japan,1986,43,0.201256259,43,16.75381561,751.783194,3735.4525,43.572124,0,0,0,238.97203,469.23904,407.6181,793.0756,2534.7588
JPN,Japan,1987,43,0.21275784,43,17.54330777,803.04018,3774.43284,46.72633,0,0,0,221.14435,535.1695,418.04544,809.3264,2547.061
JPN,Japan,1988,43,0.19989476,43,16.65935769,810.9751,4057.0103,50.55048,0,0,0,266.9895,493.43512,443.39005,874.77185,2738.8484
JPN,Japan,1989,43,0.203795152,43,16.92938798,852.45601,4182.90623,53.92833,0,0,0,271.27713,527.25055,460.55957,876.16406,2846.1826
JPN,Japan,1990,43,0.193103704,43,16.18498907,844.637894,4374.01187,35.588467,0,0.002957,0,256.94757,552.0989,503.15887,907.6897,2963.1633
JPN,Japan,1991,43,0.205026608,43,17.01428055,907.923407,4428.3199,36.56239,0,0.002957,0,279.1871,592.17096,532.0145,900.4807,2995.8247
JPN,Japan,1992,43,0.19762883,43,16.50167607,889.7603763,4502.17904,37.193768,0,0.031048333,0,236.69516,615.8404,553.1084,885.25464,3063.816
JPN,Japan,1993,43,0.227112744,43,18.50789545,1012.9686,4460.2015,36.28897,0,0.06653222,0.002837528,273.75806,702.8522,556.9387,902.8055,3000.4573
JPN,Japan,1994,43,0.204858751,43,17.00271929,965.4114103,4712.571,41.92686,0,0.08575278,0.002837528,190.61343,732.78253,595.6147,945.3257,3171.6306
JPN,Japan,1995,43,0.223868217,43,18.29185643,1091.689632,4876.48334,44.530243,0,0.116801105,0.002837528,232.99005,814.0497,606.17584,979.8555,3290.452
JPN,Japan,1996,43,0.224925616,43,18.36238979,1117.070401,4966.3992,47.37745,0,0.16115583,0.005675028,228.19972,841.3264,646.77234,1005.58246,3314.0444
JPN,Japan,1997,43,0.244531235,43,19.64846103,1218.317172,4982.25584,51.139828,0,0.28476638,0.002837528,255.60214,911.2876,671.34784,1032.946,3277.962
JPN,Japan,1998,43,0.256154721,43,20.39197213,1239.179433,4837.62091,50.373707,0,0.4235775,0.020908,263.40564,924.9556,691.63885,984.71936,3161.2627
JPN,Japan,1999,43,0.241167246,43,19.43068081,1200.097929,4976.20614,51.414875,0,0.6446975,0.10752694,247.77203,900.1588,726.41864,1035.9772,3213.8103
JPN,Japan,2000,43,0.239666023,43,19.3331122,1206.864827,5035.61085,50.241978,0,1.0173867,0.32231194,249.77095,905.5122,756.65015,1110.6033,3168.3574
JPN,Japan,2001,43,0.239620641,43,19.33015901,1195.255745,4988.1168,49.883595,0,1.4681277,0.7403225,239.5384,903.6253,777.2839,1137.1547,3073.6782
JPN,Japan,2002,43,0.233301919,43,18.91685365,1171.414791,5021.0251,52.716972,0,2.0274808,1.2054785,235.25806,880.2068,760.4603,1207.9081,3052.6567
JPN,Japan,2003,43,0.186369409,43,15.70922241,969.2922267,5200.91914,55.638466,0,2.7665877,2.412903,268.18027,640.294,834.98224,1241.2594,3124.6775
JPN,Japan,2004,43,0.218361892,43,17.92258058,1118.639541,5122.8698,56.19162,0,3.6643724,4.1495786,264.15237,790.4816,806.0405,1274.1025,3042.7268
JPN,Japan,2005,43,0.214277453,43,17.64649854,1105.206517,5157.82926,67.79224,0,4.6676173,5.4691195,222.09064,805.1869,827.27966,1334.8142,2995.7354
JPN,Japan,2006,43,0.228593033,43,18.60608249,1162.63897,5086.06476,67.29907,0.04792611,5.6783752,6.074939,252.69186,830.8468,885.50336,1312.1417,2888.4197
JPN,Japan,2007,43,0.204964955,43,17.01003452,1051.527424,5130.2791,69.40299,0.09798111,6.5387816,7.747681,210.68529,757.0547,953.9006,1377.4036,2798.9749
JPN,Japan,2008,43,0.190619082,43,16.0100812,972.3303671,5100.90783,66.608475,0.107551105,7.28921,8.275621,211.21626,678.83325,990.99493,1414.7809,2695.132
JPN,Japan,2009,43,0.224061347,43,18.30474819,1014.378284,4527.2346,63.397808,0.08279944,8.5052395,9.571467,196.79187,736.0291,924.7802,1186.9474,2415.507
JPN,Japan,2010,43,0.233114045,43,18.90450006,1116.797314,4790.7766,68.24561,2.290752,11.050631,10.896171,245.6463,778.66785,999.3671,1352.7345,2438.675
JPN,Japan,2011,43,0.15586385,43,13.48462015,754.5424912,4841.0359,65.945145,2.4391062,15.004736,12.300954,227.55247,431.30008,1120.2524,1282.6497,2438.1338
JPN,Japan,2012,43,0.070042829,43,6.545796762,363.4578493,5189.0801,69.151024,2.3899803,20.213282,12.962273,211.4032,47.33809,1232.1508,1354.1991,2602.7302
JPN,Japan,2013,43,0.073783701,43,6.871374674,378.7560358,5133.3293,72.50553,2.6760178,35.181824,13.99003,216.21167,38.190964,1235.3688,1409.438,2488.5225
JPN,Japan,2014,43,0.075257155,43,6.99899134,376.0317002,4996.6239,73.908844,3.3887062,63.79429,13.58334,221.35652,0,1247.5212,1385.7355,2363.3672
JPN,Japan,2015,43,0.091275889,43,8.364144202,443.0088599,4853.5146,89.3221,3.9512734,93.01573,14.064874,230.96307,11.6918125,1187.1764,1397.981,2268.3572
JPN,Japan,2016,43,0.098155083,43,8.938180482,467.344159,4761.2833,74.12002,4.90264,115.98451,14.297439,212.62605,45.4135,1164.1744,1395.3855,2201.7234
JPN,Japan,2017,43,0.112868223,43,10.14210131,536.7547198,4755.5876,86.063065,5.5670533,144.35287,15.5077915,211.01729,74.24665,1169.8649,1415.9634,2169.7593
JPN,Japan,2018,43,0.13368648,43,11.79219141,620.7565644,4643.3758,94.76304,5.3456244,164.33765,17.0514,214.58644,124.67241,1157.0815,1386.5973,2099.697
JPN,Japan,2019,43,0.148098827,43,12.89948422,663.1548837,4477.7862,101.29777,5.3516607,178.57726,17.789293,194.11435,166.02455,1081.2328,1362.5938,2033.9596
JPN,Japan,2020,43,0.156610677,43,13.54048345,644.928705,4118.0379,109.693756,5.694565,197.32648,20.535694,203.31186,108.36635,1041.275,1270.7518,1806.0111
JPN,Japan,2021,43,0.175302429,43,14.91551664,743.372704,4240.5157,112.7369,5.283093,241.79141,21.587341,208.24683,153.72713,1036.1228,1369.4674,1834.9255
JPN,Japan,2022,43,0.17824233,43,15.12781583,749.7644534,4206.4332,130.97401,5.7584414,266.96536,21.308592,195.23007,129.52798,1004.9831,1365.5248,1835.9253
ARG,Argentina,1965,44,0.011149894,44,1.102694429,3.6226556,324.9049495,0,0,0,0,3.6226556,0,41.234,8.4550495,275.2159
ARG,Argentina,1966,44,0.010936987,44,1.081866383,3.6694174,335.505314,0,0,0,0,3.6694174,0,44.657196,6.971818,283.8763
ARG,Argentina,1967,44,0.01088246,44,1.076530685,3.7574391,345.274795,0,0,0,0,3.7574391,0,46.699448,7.840397,290.73495
ARG,Argentina,1968,44,0.012425394,44,1.22728987,4.428607,356.415812,0,0,0,0,4.428607,0,51.999577,7.619035,296.7972
ARG,Argentina,1969,44,0.010765998,44,1.065132553,3.971993,368.9386825,0,0,0,0,3.971993,0,51.805073,9.1221695,308.01144
ARG,Argentina,1970,44,0.013719268,44,1.353359653,4.78394424,348.702598,0.17953554,0,0,0,4.6044087,0,58.5445,11.722598,278.4355
ARG,Argentina,1971,44,0.012866199,44,1.270276229,4.76025436,369.981416,0.18831056,0,0,0,4.5719438,0,63.202774,10.277542,296.5011
ARG,Argentina,1972,44,0.012503949,44,1.23495314,4.68600399,374.761915,0.24269499,0,0,0,4.443309,0,70.92442,8.651295,295.1862
ARG,Argentina,1973,44,0.023373092,44,2.28392673,9.05480421,387.402932,0.19143721,0,0,0,8.863367,0,80.70777,9.496522,297.19864
ARG,Argentina,1974,44,0.045397388,44,4.342596259,17.90356401,394.374321,0.19473471,0,0,0,14.769164,2.9396653,85.4244,11.825921,297.124
ARG,Argentina,1975,44,0.05977715,44,5.640539608,22.70718727,379.864,0.20427027,0,0,0,15.360892,7.142025,87.525,11.51094,280.82806
ARG,Argentina,1976,44,0.055749593,44,5.280569645,22.321704,400.392236,0.194605,0,0,0,14.829011,7.298088,98.51425,11.642586,290.2354
ARG,Argentina,1977,44,0.052201834,44,4.961199703,21.90162922,419.556698,0.20431082,0,0,0,17.052307,4.6450114,102.890495,11.008503,305.6577
ARG,Argentina,1978,44,0.076261981,44,7.085819434,31.32832317,410.798709,0.20421417,0,0,0,22.906666,8.217443,100.070244,13.419195,297.30927
ARG,Argentina,1979,44,0.090657202,44,8.312162802,39.4541748,435.201769,0.3032075,0,0,0,31.512377,7.6385903,102.890495,12.501674,319.8096
ARG,Argentina,1980,44,0.123074665,44,10.95872505,51.72728944,420.291939,0.31608444,0,0,0,44.77142,6.639785,112.12925,11.144589,297.0181
ARG,Argentina,1981,44,0.127232335,44,11.28714387,51.69100116,406.272517,0.27777916,0,0,0,43.42278,7.990442,117.18625,10.560467,278.5258
ARG,Argentina,1982,44,0.14112115,44,12.36688588,57.6931016,408.819666,0.3670186,0,0,0,52.01993,5.306153,133.13525,10.666076,265.01834
ARG,Argentina,1983,44,0.153438764,44,13.30272306,64.61978787,421.143823,0.49471387,0,0,0,54.463337,9.661737,143.152,9.679963,268.31186
ARG,Argentina,1984,44,0.174239704,44,14.83851241,72.31460565,415.029433,0.36706665,0,0,0,58.778633,13.168906,152.39075,7.185223,255.45346
ARG,Argentina,1985,44,0.192705668,44,16.15701789,77.81526298,403.803706,0.38308498,0,0,0,61.071068,16.36111,155.69725,10.599606,237.50685
ARG,Argentina,1986,44,0.183184161,44,15.48230334,78.78706023,430.097558,0.39580223,0,0,0,62.18621,16.205048,168.2425,12.109348,249.74571
ARG,Argentina,1987,44,0.186185397,44,15.69614646,83.47793797,448.359212,0.33832997,0,0,0,64.795074,18.344534,168.33974,13.439672,266.5798
ARG,Argentina,1988,44,0.129425932,44,11.45944397,61.9655535,478.772319,0.3925175,0,0,0,45.121124,16.451912,196.6395,13.772349,268.36047
ARG,Argentina,1989,44,0.114644146,44,10.28526872,53.63159158,467.809248,0.33837858,0,0,0,38.994976,14.298237,206.55899,14.902768,246.34749
ARG,Argentina,1990,44,0.16712699,44,14.31952064,73.46224476,439.559431,0.42463276,0,0,0,52.377666,20.659946,197.32025,12.266131,229.97305
ARG,Argentina,1991,44,0.153433194,44,13.30230437,69.3511827,451.995952,0.4182047,0,0,0,46.925213,22.007765,200.91849,10.794012,240.28345
ARG,Argentina,1992,44,0.160077544,44,13.79886581,77.17834664,482.131003,0.41494164,0,0,0,56.670963,20.092442,217.25648,12.168163,252.70636
ARG,Argentina,1993,44,0.190782817,44,16.02163001,92.57979585,485.262757,0.30643585,0,0,0,70.28262,21.99074,229.41273,8.069987,247.78004
ARG,Argentina,1994,44,0.206921256,44,17.14455313,104.3693862,504.391807,0.3160422,0,0,0,80.68641,23.366934,235.83125,7.065107,261.49545
ARG,Argentina,1995,44,0.18661555,44,15.72670694,98.80090488,529.435542,0.37992388,0,0,0,78.3711,20.049881,262.47775,7.414152,259.54364
ARG,Argentina,1996,44,0.155340853,44,13.44545663,88.35392178,568.774536,0.7119275,0,0,0.028440276,66.44853,21.165024,301.18326,7.766816,259.82446
ARG,Argentina,1997,44,0.189231065,44,15.91205196,105.7761789,558.9789337,0.5706336,0,0,0.04314833,82.57294,22.589457,277.55148,6.1277137,275.29974
ARG,Argentina,1998,44,0.170328013,44,14.55386959,100.1924881,588.23259,0.6604455,0,5.02689E-05,0.09622333,78.28777,21.147999,296.70972,8.23741,283.28546
ARG,Argentina,1999,44,0.13793307,44,12.12136934,84.37274032,611.693339,0.8363575,0,7.68817E-05,0.10284694,63.270077,20.163382,314.701,9.885469,287.10687
ARG,Argentina,2000,44,0.173590981,44,14.79143789,103.3591647,595.417827,1.2322811,0,0.000106452,0.102779165,84.49667,17.527328,322.96722,7.512647,264.93796
ARG,Argentina,2001,44,0.232314438,44,18.85187991,128.6686553,553.8556122,1.1587647,0,0.000126325,0.14501223,107.4648,19.899952,302.35025,6.1568522,245.34851
ARG,Argentina,2002,44,0.230604869,44,18.73914811,122.6427481,531.8306966,1.691805,0,0.000137185,0.21425694,104.4325,16.304049,294.37573,4.5862966,232.86867
ARG,Argentina,2003,44,0.210772808,44,17.40812203,122.1189543,579.386665,2.8110504,0,0.000188508,0.22607638,98.02586,21.055779,336.2905,5.593865,237.5023
ARG,Argentina,2004,44,0.177953906,44,15.10703473,112.5198093,632.297498,2.7692764,0,0.000201716,0.20876417,87.78204,21.759527,368.09125,9.519818,254.68643
