code,country,year,Rank_Ratio_2022,Ratio_green/fossil_for_2022,Rank_Percent_2022,Percent_of_Green_Energy_for_2022,lowcarbon,fossil,Other_renewablesTWh,BiofuelsTWh,SolarTWh,WindTWh,HydroTWh,NuclearTWh,GasTWh,CoalTWh,OilTWh
PRT,Portugal,2020,19,0.46431191,19,31.70853881,84.1889091,181.3197276,12.65044,3.0006378,4.5056343,32.299847,31.73235,0,60.366592,6.5792556,114.37388
PRT,Portugal,2021,19,0.499783358,19,33.32370342,88.759087,177.595123,13.239491,3.926481,5.853935,34.58099,31.15819,0,58.10982,2.274579,117.210724
PRT,Portugal,2022,19,0.407806072,19,28.96748923,74.6610868,183.07988,11.715313,3.1996188,8.025395,34.76469,16.95607,0,56.06581,0.10467,126.9094
VEN,Venezuela,1965,20,0.021597259,20,2.114067783,4.048118,187.43666,0,0,0,0,4.048118,0,75.1803,0.23259999,112.02376
VEN,Venezuela,1966,20,0.021804431,20,2.133914324,4.125,189.18173,0,0,0,0,4.125,0,78.8322,0.24422999,110.1053
VEN,Venezuela,1967,20,0.024312383,20,2.373532093,4.8376346,198.978215,0,0,0,0,4.8376346,0,86.3802,0.25586,112.342155
VEN,Venezuela,1968,20,0.038364186,20,3.694675395,8.125807,211.8071,0,0,0,0,8.125807,0,89.1663,0.26749,122.37331
VEN,Venezuela,1969,20,0.044297817,20,4.24187585,9.432796,212.940426,0,0,0,0,9.432796,0,91.7637,0.27912,120.897606
VEN,Venezuela,1970,20,0.05715122,20,5.406153721,12.135484,212.339894,0,0,0,0,12.135484,0,85.581,0.27912,126.479774
VEN,Venezuela,1971,20,0.075083118,20,6.983936095,15.938172,212.27371,0,0,0,0,15.938172,0,82.9392,1.659415,127.675095
VEN,Venezuela,1972,20,0.079668008,20,7.378935715,17.801075,223.4406933,0,0,0,0,17.801075,0,82.4397,1.7482333,139.25276
VEN,Venezuela,1973,20,0.071454009,20,6.668882488,18.407257,257.6098573,0,0,0,0,18.407257,0,101.553894,3.1681633,152.8878
VEN,Venezuela,1974,20,0.086739782,20,7.981651505,22.789515,262.734289,0,0,0,0,22.789515,0,107.3259,2.372729,153.03566
VEN,Venezuela,1975,20,0.097615383,20,8.893405116,26.40887,270.540045,0,0,0,0,26.40887,0,104.38439,2.929655,163.226
VEN,Venezuela,1976,20,0.106604546,20,9.633481692,31.279032,293.4118015,0,0,0,0,31.279032,0,129.4038,1.9216015,162.0864
VEN,Venezuela,1977,20,0.110360327,20,9.939145368,35.96586,325.8948299,0,0,0,0,35.96586,0,141.25305,2.9777799,181.664
VEN,Venezuela,1978,20,0.108429905,20,9.782296998,36.16989,333.5785444,0,0,0,0,36.16989,0,142.5351,0.91737443,190.12607
VEN,Venezuela,1979,20,0.115190685,20,10.32923666,42.107525,365.5462675,0,0,0,0,42.107525,0,159.6402,1.9123675,203.9937
VEN,Venezuela,1980,20,0.104416885,20,9.454481013,43.1336,413.0902788,0,0,0,0,43.1336,0,164.34105,1.8214788,246.92775
VEN,Venezuela,1981,20,0.104078571,20,9.426735898,44.61505,428.6670116,0,0,0,0,44.61505,0,165.22903,1.7995216,261.63846
VEN,Venezuela,1982,20,0.107273403,20,9.688068271,46.761826,435.9125802,0,0,0,0,46.761826,0,176.3013,1.0270802,258.5842
VEN,Venezuela,1983,20,0.124924723,20,11.1051629,53.412094,427.5542319,0,0,0,0,53.412094,0,173.604,1.4372119,252.51302
VEN,Venezuela,1984,20,0.13902579,20,12.20567534,59.85833,430.5555828,0,0,0,0,59.85833,0,192.03,1.5723528,236.95323
VEN,Venezuela,1985,20,0.153318293,20,13.29366697,66.96989,436.8029977,0,0,0,0,66.96989,0,192.31303,2.0818977,242.40807
VEN,Venezuela,1986,20,0.159354548,20,13.74510918,74.39489,466.8513746,0,0,0,0,74.39489,0,211.72139,2.3150446,252.81494
VEN,Venezuela,1987,20,0.202845774,20,16.86382229,91.202415,449.6145684,0,0,0,0,91.202415,0,206.31569,3.0411284,240.25775
VEN,Venezuela,1988,20,0.218824987,20,17.95376609,101.1379,462.1862487,0,0,0,0,101.1379,0,211.21078,2.2106187,248.76485
VEN,Venezuela,1989,20,0.220182647,20,18.04505638,102.50699,465.554355,0,0,0,0,102.50699,0,216.8718,6.069895,242.61266
VEN,Venezuela,1990,20,0.221285138,20,18.11903964,109.35833,494.196451,0,0,0,0,109.35833,0,243.81705,5.382201,244.9972
VEN,Venezuela,1991,20,0.27674217,20,21.67565048,131.7102,475.93108,0,0,0,0,131.7102,0,243.1122,0,232.81888
VEN,Venezuela,1992,20,0.269931378,20,21.25558769,139.77985,517.8347594,0,0,0,0,139.77985,0,239.94868,0.042449445,277.84363
VEN,Venezuela,1993,20,0.275135159,20,21.57694086,140.39194,510.2653561,0,0,0,0,140.39194,0,258.9519,0.3311061,250.98235
VEN,Venezuela,1994,20,0.273393049,20,21.46965145,151.64624,554.6821339,0,0,0,0,151.64624,0,273.89804,0.6452439,280.13885
VEN,Venezuela,1995,20,0.264466644,20,20.91527249,152.1371,575.2600692,0,0,0,0,152.1371,0,305.2611,0.059429165,269.93954
VEN,Venezuela,1996,20,0.289690837,20,22.46203729,159.22499,549.6376478,0,0,0,0,159.22499,0,330.0141,0.18677777,219.43677
VEN,Venezuela,1997,20,0.29195958,20,22.59819772,169.34085,580.0147053,0,0,0,0,169.34085,0,342.213,0.3990253,237.40268
VEN,Venezuela,1998,20,0.274724517,20,21.5516775,171.27768,623.452475,0,0,0,0,171.27768,0,358.92404,0.41600502,264.11243
VEN,Venezuela,1999,20,0.290813694,20,22.52948629,179.19354,616.179855,0,0,0,0,179.19354,0,304.251,0.42449498,311.50436
VEN,Venezuela,2000,20,0.294060214,20,22.72384321,185.95323,632.3644652,0,0,0,0,185.95323,0,309.9564,1.5366952,320.87137
VEN,Venezuela,2001,20,0.263981945,20,20.88494586,177.56285,672.632555,0,0,0,0,177.56285,0,328.48227,0.568835,343.58145
VEN,Venezuela,2002,20,0.253190665,20,20.20368267,173.76988,686.3202475,0,0,0,0,173.76988,0,315.41205,0.21224749,370.69595
VEN,Venezuela,2003,20,0.279437687,20,21.84066407,175.55031,628.2270358,0,0,0,0,175.55031,0,279.9864,0.5009158,347.73972
VEN,Venezuela,2004,20,0.300905008,20,23.13043659,201.93176,671.08142,0,0,0,0,201.93176,0,315.29547,0,355.78595
VEN,Venezuela,2005,20,0.325094057,20,24.53365897,220.73622,678.991865,0,0,0,0,220.73622,0,304.3509,0.43298498,374.20798
VEN,Venezuela,2006,20,0.322786063,20,24.40198548,231.6539,717.670081,0,0,0,0,231.6539,0,349.4502,2.878111,365.34177
VEN,Venezuela,2007,20,0.305711851,20,23.41342391,234.78986,768.0103324,0,0,0,0,234.78986,0,372.67056,1.6130924,393.72668
VEN,Venezuela,2008,20,0.329069337,20,24.75938072,243.66829,740.4770438,0,0,0,0,243.66829,0,348.99554,1.6385738,389.84293
VEN,Venezuela,2009,20,0.323026017,20,24.4156965,239.72433,742.1208123,0,0,0,0,239.72433,0,342.16846,2.7592523,397.1931
VEN,Venezuela,2010,20,0.290063947,20,22.48446268,212.7820979,733.569616,0,0,0.006827917,0,212.77527,0,312.66815,2.317766,418.5837
VEN,Venezuela,2011,20,0.30979149,20,23.65196997,229.4033508,740.5088852,0,0,0.008220778,0,229.39513,0,333.2639,2.3856852,404.8593
VEN,Venezuela,2012,20,0.283353458,20,22.07914401,224.1278829,790.9834042,0,0,0.014312916,0,224.11357,0,346.1283,2.4536042,442.4015
VEN,Venezuela,2013,20,0.277474405,20,21.72054516,222.3657808,801.3920444,0,0,0.01460825,0.2405725,222.1106,0,323.05798,2.4451144,475.88895
VEN,Venezuela,2014,20,0.285374489,20,22.20166117,218.260181,764.8202262,0.23430777,0,0.015166889,0.29724637,217.71346,0,340.266,2.2922962,422.26193
VEN,Venezuela,2015,20,0.262719499,20,20.80584794,201.6642359,767.6028494,0.18699944,0,0.015258388,0.20106804,201.26091,0,370.38235,1.5281994,395.6923
VEN,Venezuela,2016,20,0.250031389,20,20.00200883,168.8544502,675.3330094,0.035401665,0,0.015216278,0.26231223,168.54152,0,372.38733,1.7149794,301.2307
VEN,Venezuela,2017,20,0.281070718,20,21.94029684,186.7045032,664.2616645,0.052160554,0,0.013042972,0.2545497,186.38475,0,386.05386,0.95276445,277.25504
VEN,Venezuela,2018,20,0.316955143,20,24.06726947,172.8506848,545.3474681,0.13056111,0,0.00092865,0.001135017,172.71806,0,316.19098,0.38110805,228.77538
VEN,Venezuela,2019,20,0.368628011,20,26.93412734,165.6691135,449.4208481,0,0,0.000889642,0.15710388,165.51112,0,255.76218,0.7507281,192.90794
VEN,Venezuela,2020,20,0.53735638,20,34.95327348,176.5143886,328.4866344,0.001649842,0,0.000945464,0.051373333,176.46042,0,215.61087,0.5255144,112.35025
VEN,Venezuela,2021,20,0.437627799,20,30.44096667,177.5786097,405.775433,0.001979811,0,0.000953778,0.04628611,177.52939,0,280.59106,0.47296304,124.71141
VEN,Venezuela,2022,20,0.394984688,20,28.31462533,173.7583376,439.9115789,0.001979811,0,0.0009503,0.0461175,173.70929,0,291.77618,0.41601887,147.71938
CHL,Chile,1965,21,0.192488702,21,16.14176319,11.691936,60.7408947,0,0,0,0,11.691936,0,6.1777997,13.54895,41.014145
CHL,Chile,1966,21,0.188594432,21,15.86701291,12.324731,65.35045,0,0,0,0,12.324731,0,6.4515,13.956,44.94295
CHL,Chile,1967,21,0.188900899,21,15.88870015,12.581988,66.6062897,0,0,0,0,12.581988,0,5.7183747,13.956,46.931915
CHL,Chile,1968,21,0.154304656,21,13.36775828,10.541667,68.317232,0,0,0,0,10.541667,0,4.8875,13.956,49.473732
CHL,Chile,1969,21,0.162781603,21,13.99932738,11.898925,73.09748,0,0,0,0,11.898925,0,6.43195,13.956,52.70953
CHL,Chile,1970,21,0.165381928,21,14.19122125,12.735752,77.008124,0,0,0,0,12.735752,0,6.422175,14.921289,55.66466
CHL,Chile,1971,21,0.174541754,21,14.86041286,14.43084655,82.678478,0.21068555,0,0,0,14.220161,0,6.54925,14.40957,61.719658
CHL,Chile,1972,21,0.209308168,21,17.3080918,17.12550356,81.8195665,0.18195556,0,0,0,16.943548,0,5.9627495,11.90912,63.947697
CHL,Chile,1973,21,0.211389999,21,17.45020178,16.70715549,79.0347488,0.16280249,0,0,0,16.544353,0,4.6822248,12.93256,61.419964
CHL,Chile,1974,21,0.246421477,21,19.77031697,18.96512138,76.9621286,0.14684138,0,0,0,18.81828,0,4.8777246,12.258019,59.826385
CHL,Chile,1975,21,0.281103045,21,21.94226653,19.05205049,67.7760375,0.16280249,0,0,0,18.889248,0,5.53265,9.7924595,52.450928
CHL,Chile,1976,21,0.280415696,21,21.90036383,19.74620283,70.417609,0.23303083,0,0,0,19.513172,0,6.04095,9.885499,54.49116
CHL,Chile,1977,21,0.28378596,21,22.10539521,20.8626344,73.515386,0.2553764,0,0,0,20.607258,0,6.2169,10.64145,56.657036
CHL,Chile,1978,21,0.284551518,21,22.15181828,21.73162057,76.37148,0.29049057,0,0,0,21.44113,0,5.80635,10.37396,60.19117
CHL,Chile,1979,21,0.274744154,21,21.55288601,22.32372222,81.252765,0.30006722,0,0,0,22.023655,0,6.871825,11.47881,62.90213
CHL,Chile,1980,21,0.283201913,21,22.06994162,23.60964336,83.3668216,0.33518136,0,0,0,23.274462,0,7.0379996,12.6767,63.652122
CHL,Chile,1981,21,0.294117431,21,22.72725984,24.4506025,83.1321095,0.3511425,0,0,0,24.09946,0,6.930475,12.6534395,63.548195
CHL,Chile,1982,21,0.362915224,21,26.62786486,26.79593194,73.835238,0.43733194,0,0,0,26.3586,0,7.17485,8.43175,58.228638
CHL,Chile,1983,21,0.385536983,21,27.82581681,29.0895156,75.451946,0.6639786,0,0,0,28.425537,0,7.7418,10.10647,57.603676
CHL,Chile,1984,21,0.384472035,21,27.77029982,30.13759903,78.386973,0.64163303,0,0,0,29.495966,0,7.91775,13.63036,56.838863
CHL,Chile,1985,21,0.435782776,21,30.35158128,33.3563497,76.5435247,0.6224797,0,0,0,32.73387,0,7.9079747,13.64199,54.99356
CHL,Chile,1986,21,0.458231174,21,31.42376751,35.87499925,78.290176,0.89381725,0,0,0,34.981182,0,7.2335,12.955819,58.100857
CHL,Chile,1987,21,0.478500803,21,32.36391906,38.78256045,81.050147,0.86508745,0,0,0,37.917473,0,7.01845,13.351239,60.680458
CHL,Chile,1988,21,0.399603291,21,28.55118258,38.1777208,95.539055,1.0438508,0,0,0,37.13387,0,9.862975,18.608,67.06808
CHL,Chile,1989,21,0.278495361,21,21.78305604,32.2002324,115.62215,1.0246974,0,0,0,31.175535,0,15.38585,25.14406,75.09224
CHL,Chile,1990,21,0.2339268,21,18.95791546,29.5137976,126.166808,3.0740926,0,0,0,26.439705,0,16.51975,30.291498,79.35556
CHL,Chile,1991,21,0.317256834,21,24.08466031,42.1395349,132.824672,3.2975469,0,0,0,38.841988,0,19.455828,24.885874,88.48297
CHL,Chile,1992,21,0.395778375,21,28.3553881,55.0644546,139.129518,5.5640116,0,0,0,49.500443,0,21.762054,21.517824,95.84964
CHL,Chile,1993,21,0.379867387,21,27.52926771,56.497787,148.730291,5.586357,0,0,0,50.91143,0,22.534037,21.70972,104.486534
CHL,Chile,1994,21,0.350521416,21,25.95452482,55.927134,159.554114,5.701277,0,0,0,50.225857,0,21.734144,25.60577,112.2142
CHL,Chile,1995,21,0.351871619,21,26.0284789,60.447378,171.78816,5.998152,0,0,0,54.449226,0,20.827003,27.604967,123.35619
CHL,Chile,1996,21,0.291187244,21,22.55189904,55.442711,190.402266,5.548051,0,0,0,49.89466,0,21.1666,38.252766,130.9829
CHL,Chile,1997,21,0.280566291,21,21.90954838,61.5786946,219.480018,5.5640116,0,0,0,56.014683,0,28.799368,49.79768,140.88297
CHL,Chile,1998,21,0.220394085,21,18.05925545,50.832439,230.64339,3.706149,0,0,0,47.12629,0,39.77111,46.85378,144.0185
CHL,Chile,1999,21,0.180300514,21,15.27581423,44.7757364,248.339483,4.6286964,0,0,0,40.14704,0,54.32838,48.350563,145.66054
CHL,Chile,2000,21,0.246620491,21,19.78312511,60.811591,246.579636,4.389281,0,0,0,56.42231,0,70.140526,37.3637,139.07541
CHL,Chile,2001,21,0.282830228,21,22.04736228,69.08428593,244.260617,5.3724794,0,0,0.020564528,63.691242,0,79.50152,29.314577,135.44452
CHL,Chile,2002,21,0.296603993,21,22.87544958,73.38476383,247.416642,5.685316,0,0,0.020431831,67.679016,0,80.177216,29.547176,137.69225
CHL,Chile,2003,21,0.282228912,21,22.01080553,70.98258686,251.507141,5.410786,0,0,0.020300861,65.5515,0,86.73886,28.250431,136.51785
CHL,Chile,2004,21,0.241276742,21,19.43778802,66.92410925,277.374888,6.483367,0,0,0.01440825,60.426334,0,94.15018,32.723408,150.5013
CHL,Chile,2005,21,0.283688198,21,22.09946298,78.96732939,278.359586,5.7140455,0,0,0.020043889,73.23324,0,91.077576,32.07011,155.2119
CHL,Chile,2006,21,0.297991145,21,22.95787197,84.87119183,284.81112,4.568044,0,0,0.019917833,80.28323,0,84.2835,40.03847,160.48915
CHL,Chile,2007,21,0.241313827,21,19.44019487,71.79236545,297.506224,8.606182,0,0,0.031669445,63.154514,0,49.681034,47.52157,200.30362
CHL,Chile,2008,21,0.275425287,21,21.59478017,79.75074333,289.554907,11.454335,0,0,0.10712833,68.18928,0,27.651487,50.81752,211.0859
CHL,Chile,2009,21,0.298037763,21,22.96063884,81.36616538,273.006228,10.8269415,0,0,0.22066388,70.31856,0,27.949215,46.457573,198.59944
CHL,Chile,2010,21,0.247437487,21,19.83566225,72.19142605,291.756221,10.893324,0,0,0.90296805,60.395134,0,57.397537,52.229164,182.12952
CHL,Chile,2011,21,0.226709684,21,18.48111962,71.2838567,314.42793,13.77253,0,0,0.9313097,56.580017,0,58.36515,66.98647,189.07631
CHL,Chile,2012,21,0.230724866,21,18.74707113,75.50318433,327.243377,19.099512,0,0.000933328,1.119772,55.282967,0,53.008377,78.09894,196.13606
CHL,Chile,2013,21,0.23147631,21,18.79665146,77.77289894,335.98643,22.01346,0,0.018414443,1.4855585,54.255466,0,53.12584,87.78789,195.0727
CHL,Chile,2014,21,0.256155769,21,20.39203855,83.5123161,326.02161,15.928694,0,1.2426983,3.9095538,62.43137,0,43.98931,88.5578,193.4745
CHL,Chile,2015,21,0.280494278,21,21.90515667,90.7376843,323.492105,17.768223,0,3.6627123,5.694689,63.61206,0,48.242855,85.05484,190.19441
CHL,Chile,2016,21,0.252821087,21,20.18014303,87.5623173,346.341036,21.458685,0,6.827152,6.5636663,52.712814,0,59.163006,86.26053,200.9175
CHL,Chile,2017,21,0.287304854,21,22.31832288,100.509871,349.83701,23.738995,0,10.36825,9.648666,56.75396,0,56.14597,89.68967,204.00137
CHL,Chile,2018,21,0.321593474,21,24.33376679,113.949593,354.328064,29.092165,0,13.542739,9.492591,61.822098,0,56.366688,86.561676,211.3997
CHL,Chile,2019,21,0.306564663,21,23.46341301,111.211583,362.76713,25.184582,0,16.607224,12.903667,56.51611,0,65.13059,87.08458,210.55196
CHL,Chile,2020,21,0.348787434,21,25.85933298,114.421765,328.05587,22.664268,0,19.998781,14.713266,57.04545,0,62.354355,73.145775,192.55574
CHL,Chile,2021,21,0.321976034,21,24.35566345,116.141688,360.71532,20.762323,0,28.129797,19.960268,47.2893,0,68.2293,81.11111,211.37491
CHL,Chile,2022,21,0.391097313,21,28.11430298,139.675155,357.136575,19.564188,0,37.69042,24.41743,58.003117,0,74.59519,61.168365,221.37302
PER,Peru,1965,22,0.164296059,22,14.11119258,7.7620964,47.2445684,0,0,0,0,7.7620964,0,3.6575,0.4197064,43.167362
PER,Peru,1966,22,0.142202493,22,12.44984963,8.359408,58.7852423,0,0,0,0,8.359408,0,3.8211248,0.5294025,54.434715
PER,Peru,1967,22,0.158774253,22,13.70191409,9.367742,59.0003848,0,0,0,0,9.367742,0,3.570875,0.5961738,54.833336
PER,Peru,1968,22,0.168751403,22,14.43860539,10.053763,59.57735944,0,0,0,0,10.053763,0,3.975125,0.59140444,55.01083
PER,Peru,1969,22,0.184872479,22,15.60273211,10.943817,59.196572,0,0,0,0,10.943817,0,4.052125,0.996803,54.147644
PER,Peru,1970,22,0.168960335,22,14.45389802,10.455914,61.8838381,0,0,0,0,10.455914,0,3.975125,1.0111111,56.897602
PER,Peru,1971,22,0.214649546,22,17.67172652,13.39828574,62.4193528,0.72463024,0,0,0,12.6736555,0,4.7451253,1.4180555,56.256172
PER,Peru,1972,22,0.255766692,22,20.36737347,13.83887624,54.1074216,0.72463024,0,0,0,13.114246,0,4.56225,1.5341666,48.011005
PER,Peru,1973,22,0.238696193,22,19.26995451,14.8360879,62.1546901,0.7342069,0,0,0,14.101881,0,4.466,1.7547221,55.933968
PER,Peru,1974,22,0.224851465,22,18.35744756,16.27278184,72.371251,0.84912634,0,0,0,15.4236555,0,4.60075,1.871111,65.89939
PER,Peru,1975,22,0.221977285,22,18.16541828,17.01498634,76.6519256,0.84912634,0,0,0,16.16586,0,5.6787496,1.9525,69.020676
PER,Peru,1976,22,0.230741381,22,18.74816142,17.911929,77.6277274,0.78209,0,0,0,17.129839,0,6.16,1.5108334,69.956894
PER,Peru,1977,22,0.239155477,22,19.29987652,18.58837233,77.7250539,0.77251333,0,0,0,17.815859,0,6.1166873,1.7316666,69.8767
PER,Peru,1978,22,0.246306513,22,19.7629163,18.9960009,77.123421,0.6863239,0,0,0,18.309677,0,6.391,1.476111,69.25631
PER,Peru,1979,22,0.255974743,22,20.38056451,20.3410274,79.4649784,0.5203294,0,0,0,19.820698,0,5.9097495,1.5688889,71.98634
PER,Peru,1980,22,0.244608171,22,19.653428,20.9998305,85.8508955,0.2713375,0,0,0,20.728493,0,6.3525,1.6505555,77.84784
PER,Peru,1981,22,0.270121584,22,21.26738002,23.88669249,88.4294107,0.24260749,0,0,0,23.644085,0,7.2957497,1.673611,79.46005
PER,Peru,1982,22,0.288324475,22,22.37980266,25.30890376,87.7792416,0.48202276,0,0,0,24.826881,0,7.6566873,1.8944443,78.22811
PER,Peru,1983,22,0.328063562,22,24.70239912,24.4351807,74.4830684,0.4628697,0,0,0,23.972311,0,5.0434995,1.6038889,67.83568
PER,Peru,1984,22,0.335286575,22,25.10970915,26.18796906,78.1062261,0.45329306,0,0,0,25.734676,0,6.8145,1.2786111,70.013115
PER,Peru,1985,22,0.380671895,22,27.57149589,28.2819545,74.2948321,0.5394825,0,0,0,27.742472,0,5.313,1.3947221,67.58711
PER,Peru,1986,22,0.376830479,22,27.36941726,30.2389094,80.2453918,0.4915994,0,0,0,29.74731,0,5.6354375,1.8944443,72.71551
PER,Peru,1987,22,0.370311624,22,27.02389864,32.60026573,88.034681,0.43413973,0,0,0,32.166126,0,5.60175,2.138611,80.29432
PER,Peru,1988,22,0.363694071,22,26.66976989,31.25483773,85.937166,0.43413973,0,0,0,30.820698,0,5.284125,2.103611,78.54943
PER,Peru,1989,22,0.412598538,22,29.20847835,31.5319557,76.4228488,0.4628697,0,0,0,31.069086,0,4.4804378,2.336111,69.6063
PER,Peru,1990,22,0.415079619,22,29.33259819,31.39085773,75.626112,0.43413973,0,0,0,30.956718,0,4.287937,1.685,69.653175
PER,Peru,1991,22,0.479576778,22,32.41310525,34.40628305,71.743013,0.42456305,0,0,0,33.98172,0,4.0232496,3.2658334,64.45393
PER,Peru,1992,22,0.391422073,22,28.13108121,29.07483005,74.279996,0.42456305,0,0,0,28.650267,0,3.628625,3.196111,67.45526
PER,Peru,1993,22,0.453410617,22,31.19631933,35.23746525,77.7164537,0.34795025,0,0,0,34.889515,0,3.8211248,3.3588889,70.53644
PER,Peru,1994,22,0.449294798,22,31.00092534,38.0726122,84.7386,0.3798722,0,0,0,37.69274,0,3.98475,4.1375,76.61635
PER,Peru,1995,22,0.409139665,22,29.03471355,38.70963706,94.6122812,0.45329306,0,0,0,38.256344,0,3.8596249,4.3466663,86.40599
PER,Peru,1996,22,0.408152783,22,28.9849786,39.83625774,97.6013381,0.43733194,0,0,0.001182795,39.397743,0,3.9173748,4.5558333,89.12813
PER,Peru,1997,22,0.415636287,22,29.36038663,39.56850359,95.1998293,0.4915994,0,0,0.001774194,39.07513,0,2.319625,4.7419443,88.13826
PER,Peru,1998,22,0.421581968,22,29.65583254,41.23469027,97.809426,0.40221778,0,0,0.001478494,40.830994,0,3.936625,5.198611,88.67419
PER,Peru,1999,22,0.437960681,22,30.45706927,43.44189057,99.191303,0.44371638,0,0,0.001774194,42.9964,0,3.955875,4.714722,90.520706
PER,Peru,2000,22,0.488177675,22,32.80372252,48.33928789,99.0198658,0.5043683,0,0,0.002365592,47.832554,0,3.3254375,7.3238883,88.37054
PER,Peru,2001,22,0.557254421,22,35.78441732,52.27240473,93.8034815,0.5203294,0,0,0.003525333,51.74855,0,3.56125,6.6452775,83.596954
PER,Peru,2002,22,0.555650171,22,35.71819562,53.42616959,96.15073,0.59375,0.17284998,0,0.003502611,52.656067,0,4.25425,9.1,82.79648
PER,Peru,2003,22,0.585882687,22,36.94363345,54.55526903,93.11637,0.6256719,0.17608999,0,0.003480139,53.750027,0,5.033875,9.765555,78.31694
PER,Peru,2004,22,0.480866617,22,32.47197363,51.10961147,106.286462,0.48840722,0.115930274,0,0.003457972,50.501816,0,8.277499,10.559443,87.44952
PER,Peru,2005,22,0.474221818,22,32.16760273,52.66796993,111.061887,1.1108873,0.07806055,0,0.003436083,51.475586,0,14.599701,10.716666,85.74552
PER,Peru,2006,22,0.535890412,22,34.89118806,57.77734953,107.815606,1.1108873,0.90933776,0,0.003414472,55.75371,0,17.086441,9.118055,81.61111
PER,Peru,2007,22,0.468861859,22,31.92007856,57.54696154,122.737562,1.3311491,0.9358233,0,0.003393139,55.276596,0,25.751993,12.038889,84.94668
PER,Peru,2008,22,0.405160736,22,28.83376439,56.12322248,138.520882,1.4684138,1.0928566,0,0.003372083,53.55858,0,32.6939,10.734722,95.09226
PER,Peru,2009,22,0.422196368,22,29.68622179,58.90935815,139.530708,1.4684138,1.8520101,0,0.00335125,55.585583,0,33.43666,9.643888,96.45016
PER,Peru,2010,22,0.36360131,22,26.66478148,60.07212019,165.214257,2.1483533,2.2642512,0,0.003330694,55.656185,0,54.23817,9.457777,101.51831
PER,Peru,2011,22,0.347118878,22,25.76750155,64.04669099,184.509386,2.154738,2.4194996,0,0.003310389,59.469143,0,62.92885,9.511666,112.06887
PER,Peru,2012,22,0.349625119,22,25.90535061,66.50561113,190.219774,2.1323924,3.7961888,0.1636936,0.003290333,60.410046,0,68.61824,10.151944,111.44959
PER,Peru,2013,22,0.352980326,22,26.08909525,68.50512624,194.07633,3.064516,4.07047,0.53663474,0.0032705,60.830235,0,67.02667,10.23861,116.81105
PER,Peru,2014,22,0.34843377,22,25.83988754,69.46512634,199.363932,4.1211357,3.9355116,0.5399233,0.69759274,60.170963,0,74.31637,10.111112,114.93645
PER,Peru,2015,22,0.350636943,22,25.96085829,73.1238116,208.545657,2.8953292,4.219173,0.6200714,1.600633,63.788605,0,76.43131,9.424167,122.69018
PER,Peru,2016,22,0.326877518,22,24.63509358,73.64361914,225.294231,1.0037011,4.533408,0.64516604,2.848368,64.612976,0,84.93306,10.047221,130.31395
PER,Peru,2017,22,0.404543761,22,28.80250317,87.4415988,216.148677,1.3883214,4.9433546,0.8774886,2.8567142,77.37572,0,74.91936,8.715277,132.51404
PER,Peru,2018,22,0.417069547,22,29.43183332,93.7181798,224.70636,1.5694505,4.743168,2.1078508,3.9749405,81.32277,0,80.25237,7.86575,136.58824
PER,Peru,2019,22,0.413047238,22,29.23095752,95.466934,231.128368,1.4512117,4.524467,2.1955013,4.362534,82.93322,0,82.11267,8.185528,140.83017
PER,Peru,2020,22,0.508090004,22,33.69096027,93.8659629,184.742786,2.3853457,4.3403316,2.247053,4.7643566,80.128876,0,71.30238,5.945166,107.49524
PER,Peru,2021,22,0.447365677,22,30.90895992,98.0863898,219.253275,2.5028148,4.9680386,2.3072567,4.7690897,83.53919,0,80.2279,5.980305,133.04507
PER,Peru,2022,22,0.381468702,22,27.61327142,92.4751496,242.418707,2.470516,5.076874,2.3554876,5.035232,77.53704,0,96.20718,8.137307,138.07422
HRV,Croatia,1965,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,1966,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,1967,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,1968,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,1969,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,1970,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,1971,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,1972,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,1973,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,1974,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,1975,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,1976,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,1977,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,1978,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,1979,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,1980,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,1981,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,1982,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,1983,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
